Title,Title_URL,carticlecard_article_eyebrow_URL,carticlecard_article_eyebrow,Description
"What’s new in Slack: Channel manager role, increased accessibility and more",https://slack.com/intl/en-gb/blog/productivity/whats-new-in-slack-channel-manager-role-accessibility,https://slack.com/intl/en-gb/blog/productivity,Productivity,New enhancements to your digital HQ make it easier than ever to work from anywhere 
Defence in depth: Three new security features to protect your digital HQ,https://slack.com/intl/en-gb/blog/news/three-new-security-features-to-protect-your-digital-hq,https://slack.com/intl/en-gb/blog/news,News,"Offering even more transparency, these enhancements empower teams to feel secure as they embrace the future of work"
Ocado Group and Just Eat Takeaway.com: Using Slack to Build Their Digital HQs,https://slack.com/intl/en-gb/blog/collaboration/ocado-group-just-eat-takeaway-com-slack-digital-hq,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Tech pioneers in the food industry share their experiences of Slack as the collaboration engine of their digital HQs.
New Slack updates to make your digital HQ more accessible and equitable,https://slack.com/intl/en-gb/blog/news/slack-updates-accessible-equitable,https://slack.com/intl/en-gb/blog/news,News,Introducing new ways for users with disabilities to get the most out of Slack
"New guide: How to make external collaboration more secure, faster and more productive",https://slack.com/intl/en-gb/blog/collaboration/new-guide-slack-connect,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"How five Aussie companies have embraced Slack Connect to change the way they work with external partners, customers and vendors. "
Everything that you need to know about our first price change and subscription updates,https://slack.com/intl/en-gb/blog/news/pricing-and-plan-updates,https://slack.com/intl/en-gb/blog/news,News,"Over the years, we have transformed Slack from a channel-based messaging app to your digital HQ, adding more value to empower our customers"
Beyond the smile: how emoji use has evolved in the workplace,https://slack.com/intl/en-gb/blog/collaboration/emoji-use-at-work,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"We surveyed 9,400 hybrid workers around the world to understand the current state of emoji. "
Slack plus Sales Cloud: your sales team’s new productivity platform,https://slack.com/intl/en-gb/blog/collaboration/salesforce-and-slack-for-sales-and-service,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Why everyone on your sales team will benefit from our app’s great features
"
Slack and the Aspen Institute collaborate to help formerly incarcerated individuals build careers in tech,https://slack.com/intl/en-gb/blog/news/slack-and-the-aspen-institute-collaborate-to-help-formerly-incarcerated-individuals-build-careers-in-tech,https://slack.com/intl/en-gb/blog/news,News,"New initiative called Rework Reentry will help to scale Next Chapter to additional companies across the United States
"
Next Chapter expands to 14 companies,https://slack.com/intl/en-gb/blog/news/next-chapter-expands-to-14-companies,https://slack.com/intl/en-gb/blog/news,News,"PayPal, Asana and Stash join as hiring partners
"
Home/Free documentary shines a light on re-entry barriers for the formerly incarcerated,https://slack.com/intl/en-gb/blog/news/home-free-documentary-shines-a-light-on-re-entry-barriers-for-formerly-incarcerated,https://slack.com/intl/en-gb/blog/news,News,"Slack, Next Chapter, John Legend’s FREEAMERICA and the Equal Justice Initiative join forces on powerful new documentary film




"
Introducing new ways to work side by side in Slack huddles,https://slack.com/intl/en-gb/blog/productivity/introducing-new-ways-to-work-in-slack-huddles,https://slack.com/intl/en-gb/blog/productivity,Productivity,Embrace the future of co-working in your digital HQ
Focus Fridays and Maker Weeks at Slack,https://slack.com/intl/en-gb/blog/news/focus-fridays-and-maker-weeks-at-slack,https://slack.com/intl/en-gb/blog/news,News,"New programmes provide more time for focus, and more freedom from the 9 to 5, for employees at Slack
"
Seven tips to onboard sales reps with ease,https://slack.com/intl/en-gb/blog/productivity/onboarding-sales-reps,https://slack.com/intl/en-gb/blog/productivity,Productivity,It’s critical to bring new reps into the fold quickly and set them up for success. Here’s a look at how we do it at Slack 
Slack and Salesforce release new tools to accelerate team performance,https://slack.com/intl/en-gb/blog/news/slack-salesforce-new-tools-accelerate-team-performance,https://slack.com/intl/en-gb/blog/news,News,"How we’re bridging the gap between teams, tools and data so that everyone can work together faster to deliver customer-centric solutions "
Unlocking the power of case swarming with Slack and Salesforce,https://slack.com/intl/en-gb/blog/collaboration/unlocking-the-power-of-case-swarming-with-slack-and-salesforce,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"In our new series, customer service leaders discuss industry trends, including how embracing a tierless model can help agents to resolve issues faster"
Why financial advisors need a digital HQ now,https://slack.com/intl/en-gb/blog/transformation/why-financial-advisors-need-a-digital-hq-now,https://slack.com/intl/en-gb/blog/transformation,Transformation,How firms can drive collaboration while complying with regulatory standards
Inflexible return-to-office policies are hammering employee experience scores,https://slack.com/intl/en-gb/blog/news/inflexible-return-office-policies-impacting-employee-experience-scores,https://slack.com/intl/en-gb/blog/news,News,"Future Forum data shows employee experience scores plummeting as ‘RTO’ policies take effect, particularly for those without schedule flexibility"
Why nearly 80% of Fortune 100 companies rely on Slack Connect to build their digital HQ,https://slack.com/intl/en-gb/blog/transformation/fortune-100-rely-slack-connect-build-digital-hq,https://slack.com/intl/en-gb/blog/transformation,Transformation,Nurture stronger relationships with customers and foster seamless communication with external partners using this award-winning product of choice
How to run effective virtual and in-person meetings,https://slack.com/intl/en-gb/blog/productivity/run-effective-meetings,https://slack.com/intl/en-gb/blog/productivity,Productivity,"Whether you are hosting meetings virtually or in-person, these six handy communication strategies will help you keep meetings helpful and productive. "
A guide to Slackbot custom responses,https://slack.com/intl/en-gb/blog/productivity/mind-the-bot-a-guide-to-slackbot-custom-responses,https://slack.com/intl/en-gb/blog/productivity,Productivity,"How to create automated answers for frequently asked workplace questions, productively nudge coworkers, and more"
Productivity Hack: automate periodic reminders for Slack,https://slack.com/intl/en-gb/blog/productivity/make-it-a-habit-periodic-reminders-for-slack,https://slack.com/intl/en-gb/blog/productivity,Productivity,"Daily, weekly, and monthly cues keep big projects moving forward and little tasks on your radar"
Collaborate with kindness: Consider these etiquette tips in Slack,https://slack.com/intl/en-gb/blog/collaboration/etiquette-tips-in-slack,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Reduce notifications and minimize distractions with these best practices for channels and direct messages
New collaboration tools to help you work from anywhere,https://slack.com/intl/en-gb/blog/collaboration/new-tools-to-help-you-work-from-anywhere,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Your headquarters for a digital-first way of working—now with reimagined voice and video capabilities
6 simple ways to foster a positive hybrid work environment,https://slack.com/intl/en-gb/blog/collaboration/ways-foster-positive-work-environment,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"As hybrid workplaces become the norm, maintaining employee satisfaction and a positive culture is more important than ever. "
5 proven methods for boosting employee morale,https://slack.com/intl/en-gb/blog/collaboration/methods-boosting-employee-morale,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Learn how companies with highly-rated cultures boost morale and productivity at hybrid and in-person workplaces. 
5 tips for effective collaboration at work,https://slack.com/intl/en-gb/blog/collaboration/5-tips-for-effective-collaboration-at-work,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"To successfully work toward a common goal, start with communication, clear expectations and mutual trust"
Collaborative leadership: an inclusive way to manage virtual teams,https://slack.com/intl/en-gb/blog/collaboration/collaborative-leadership-top-down-team-centric,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Learn how taking a collaborative leadership approach may increase the output and engagement of distributed teams. 
A new look and improved functionality for the Slack iPad app,https://slack.com/intl/en-gb/blog/news/ipad-app-new-look-improved-functionality,https://slack.com/intl/en-gb/blog/news,News,"Introducing ways to help you stay productive, organised and connected from anywhere"
Slack supercharges customer success with an expanded global consulting partner ecosystem,https://slack.com/intl/en-gb/blog/news/slack-expands-global-consulting-partner-ecosystem,https://slack.com/intl/en-gb/blog/news,News,Businesses are transforming work for the digital-first era with the help of Slack’s expert consulting partners
Meet the trailblazing women behind our digital HQ,https://slack.com/intl/en-gb/blog/productivity/meet-the-trailblazing-women-behind-our-digital-hq,https://slack.com/intl/en-gb/blog/productivity,Productivity,"Career advice from Slack and Salesforce leaders building our product, shaping our story and guiding our future"
Transforming customer service at Intuit and Influx,https://slack.com/intl/en-gb/blog/transformation/transforming-customer-service-intuit-influx,https://slack.com/intl/en-gb/blog/transformation,Transformation,How top companies are empowering agents and delighting customers with Slack
"How 42 keeps campuses, staff and students connected and collaborating",https://slack.com/intl/en-gb/blog/productivity/ecole-42,https://slack.com/intl/en-gb/blog/productivity,Productivity,This tuition-free school uses Slack to develop the next generation of computer programmers
A new mode for quicker code,https://slack.com/intl/en-gb/blog/developers/bt-new-mode-for-quicker-code,https://slack.com/intl/en-gb/blog/developers,Developers,"With Slack, BT has simplified how its tech teams work and collaborate "
An update on the Apache Log4j2 vulnerability,https://slack.com/intl/en-gb/blog/news/an-update-on-the-apache-log4j2-vulnerability,https://slack.com/intl/en-gb/blog/news,News, 
What’s new in Slack: Get to know our most helpful releases of 2021,https://slack.com/intl/en-gb/blog/productivity/whats-new-in-slack-audio-video-scheduled-send,https://slack.com/intl/en-gb/blog/productivity,Productivity,"Audio and video features, plus a few simple ways to bring more customers, partners and tools into your digital HQ"
Making tomorrow’s workday better with Slack,https://slack.com/intl/en-gb/blog/transformation/future-workday-better-platform,https://slack.com/intl/en-gb/blog/transformation,Transformation,Preview the possibilities of our next-generation Slack platform
Accelerating customer growth and retention for Slack partners,https://slack.com/intl/en-gb/blog/developers/accelerate-customer-growth-retention,https://slack.com/intl/en-gb/blog/developers,Developers,Learn how platform features announced at Frontiers help developers reach and engage more people
Introducing the new Slack platform to level up your digital HQ,https://slack.com/intl/en-gb/blog/transformation/new-slack-platform-digital-hq,https://slack.com/intl/en-gb/blog/transformation,Transformation,"Now anyone can customise the way that work gets done across teams, partners, customers and tools in Slack"
"Introducing a faster, simpler way to build Slack apps",https://slack.com/intl/en-gb/blog/developers/faster-simpler-way-build-apps,https://slack.com/intl/en-gb/blog/developers,Developers,"A next-generation set of features makes it easier to build, manage and deploy custom Slack apps"
How to put an end to customer misery,https://slack.com/intl/en-gb/blog/transformation/put-an-end-to-customer-misery,https://slack.com/intl/en-gb/blog/transformation,Transformation,Avoid breaking promises and improve customer service with these three steps 
Building the future of work with the new Slack Community Forum,https://slack.com/intl/en-gb/blog/developers/the-new-slack-community-forum,https://slack.com/intl/en-gb/blog/developers,Developers,Head of community Elizabeth Kinsey shares why we created a space for users to get more out of Slack
IDC MarketScape names Slack a leader,https://slack.com/intl/en-gb/blog/news/idc-marketscape-names-slack-a-leader,https://slack.com/intl/en-gb/blog/news,News,Learn how Slack is positioned in new vendor assessment of worldwide collaboration and community applications
"Learn, connect and get inspired at Slack Frontiers 2021",https://slack.com/intl/en-gb/blog/transformation/dont-miss-slack-frontiers-2021,https://slack.com/intl/en-gb/blog/transformation,Transformation,"Power up your team, further your career and build your digital HQ for the work-from-anywhere world"
"Work smarter, from anywhere: How IT leaders are shaping the new normal",https://slack.com/intl/en-gb/blog/transformation/work-smarter-from-anywhere-how-it-leaders-are-shaping-the-new-normal,https://slack.com/intl/en-gb/blog/transformation,Transformation,
Please hold—the tech revolution that’s changing customer service,https://slack.com/intl/en-gb/blog/collaboration/the-future-of-customer-service-providing-flexible-connected-journeys-and-removing-friction,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,
The great executive-employee disconnect,https://slack.com/intl/en-gb/blog/news/the-great-executive-employee-disconnect,https://slack.com/intl/en-gb/blog/news,News,New Future Forum Pulse study reveals that the view of the office looks different from the top
"The shape of work to come: Hybrid, holistic and human",https://slack.com/intl/en-gb/blog/collaboration/the-shape-of-work-to-come-hybrid-holistic-and-human,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Giving employees more autonomy isn’t one and done—you also need to prevent burnout and promote fairness
New Slack product innovations unveiled at Dreamforce,https://slack.com/intl/en-gb/blog/news/slack-innovations-unveiled-dreamforce,https://slack.com/intl/en-gb/blog/news,News,"Building a digital headquarters that enables more flexible, inclusive and productive ways of working"
Your ultimate guide to Slack at Dreamforce 2021,https://slack.com/intl/en-gb/blog/news/slack-at-dreamforce-guide,https://slack.com/intl/en-gb/blog/news,News,"From live keynote presentations to demos and discussions, discover all the great Slack content planned for Dreamforce from 21st to 23rd September"
Salesforce’s support team resolves cases 26% faster with Slack,https://slack.com/intl/en-gb/blog/collaboration/salesforces-support-resolves-cases-faster,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"The enterprise company relies on channels and workflows for swarming cases, resolving customer issues faster than ever "
Boost teamwork in the hybrid workplace with Slack,https://slack.com/intl/en-gb/blog/collaboration/boost-teamwork-slack,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"In a digital-first work world, team engagement has never been more important; here are three ways to forge deeper teamwork in Slack"
The case for empathy: How fast-moving companies are centring humanity,https://slack.com/intl/en-gb/blog/collaboration/the-case-for-empathy-how-fast-moving-companies-are-centring-humanity,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,
"Better collaboration, fewer meetings: how to keep teams aligned with Slack",https://slack.com/intl/en-gb/blog/productivity/stay-informed-aligned-slack,https://slack.com/intl/en-gb/blog/productivity,Productivity,Take advantage of powerful features to help everyone share updates and stay informed
Salesforce completes acquisition of Slack,https://slack.com/intl/en-gb/blog/news/salesforce-completes-acquisition-of-slack,https://slack.com/intl/en-gb/blog/news,News,"Together, Salesforce and Slack are creating the digital HQ for success from anywhere"
Take control of your time with these simple Slack tips,https://slack.com/intl/en-gb/blog/productivity/maximize-your-time-with-slack,https://slack.com/intl/en-gb/blog/productivity,Productivity,Accomplish a little more each day by customising Slack to reflect your own way of working
"Working aloud: Why Dell, TIBCO and Cookpad are turning to lightweight audio chats in Slack",https://slack.com/intl/en-gb/blog/collaboration/how-slack-customers-collaborate-with-huddles,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Slack Huddles, a new way to re-create the informal discussions of the office, is accelerating decision-making and advancing team culture"
Reinvent work and unlock faster collaboration in IT,https://slack.com/intl/en-gb/blog/transformation/reinvent-work-and-unlock-faster-collaboration-in-it,https://slack.com/intl/en-gb/blog/transformation,Transformation,"With our new guide, discover how IT teams are leveraging Slack to boost productivity and engagement in a new world of work"
Reinvent work with a new digital sales floor,https://slack.com/intl/en-gb/blog/transformation/reinvent-work-with-a-new-digital-sales-floor,https://slack.com/intl/en-gb/blog/transformation,Transformation,"In our guide, discover how sales teams can grow revenue and maximise customer retention in the new digital-first world of work"
How service teams are reinventing the customer experience,https://slack.com/intl/en-gb/blog/transformation/how-service-teams-are-reinventing-the-customer-experience,https://slack.com/intl/en-gb/blog/transformation,Transformation,"With our new guide, learn how companies are changing tools and tactics to better serve customers in the digital-first world of work"
How dev teams are leading the reinvention of work,https://slack.com/intl/en-gb/blog/transformation/how-dev-teams-are-leading-the-reinvention-of-work,https://slack.com/intl/en-gb/blog/transformation,Transformation,"In our new e-book, discover how developers can stay connected and ship code faster in a changing world of work"
Roadmap for the future of work,https://slack.com/intl/en-gb/blog/transformation/roadmap-for-the-future-of-work,https://slack.com/intl/en-gb/blog/transformation,Transformation,"With flexible principles, work will be easier, better, more productive and maybe even a little more joyful."
Winning the war for talent in the post-pandemic world,https://slack.com/intl/en-gb/blog/news/winning-the-war-for-talent-in-the-post-pandemic-world,https://slack.com/intl/en-gb/blog/news,News,"Future Forum study of 10,000 knowledge workers shows that 93% want flexibility in when and how they work; more than half are open to a job change"
"What’s new in Slack: simplified search, channel bookmarks and more",https://slack.com/intl/en-gb/blog/productivity/whats-new-in-slack-simplified-search-channel-bookmarks,https://slack.com/intl/en-gb/blog/productivity,Productivity,New features to help teams work better – with whomever and whenever
Meet the flag-bearers: Insights and inspiration from Slack Community Leads,https://slack.com/intl/en-gb/blog/transformation/slack-community-leads,https://slack.com/intl/en-gb/blog/transformation,Transformation,Building connection and community from the ground up
Introducing Forrester’s new study: The Total Economic Impact of Slack for Service Teams,https://slack.com/intl/en-gb/blog/productivity/forrester-study-total-economic-impact-of-slack-service-teams,https://slack.com/intl/en-gb/blog/productivity,Productivity,"With Slack, organisations cut the cost of service tickets, boost revenue and improve employee satisfaction, according to the findings "
Introducing Forrester’s new study: The Total Economic Impact of Slack for Sales Teams,https://slack.com/intl/en-gb/blog/productivity/forrester-study-total-economic-impact-of-slack-sales-teams,https://slack.com/intl/en-gb/blog/productivity,Productivity,"The market research firm finds that Slack accelerates sales velocity, boosting revenue to the tune of €2.1M "
Your ultimate guide to Slack Frontiers Asia Pacific and Europe,https://slack.com/intl/en-gb/blog/news/slack-frontiers-asia-pacific-slack-frontiers-europe,https://slack.com/intl/en-gb/blog/news,News,Make sure that you’re all set to plan your best event experience on 18th and 19th May by reviewing this comprehensive instructional guide
"Atlassian, Grab and Slack leaders on why it’s time for a leadership revolution",https://slack.com/intl/en-gb/blog/transformation/atlassian-grab-and-slack-leaders-on-why-its-time-for-a-revolution,https://slack.com/intl/en-gb/blog/transformation,Transformation,"A discussion on leadership and the role of workplace technology for today’s connected, complex world"
How the Influx sales team closes deals faster across 9 time zones with Slack,https://slack.com/intl/en-gb/blog/transformation/how-the-influx-sales-team-closes-deals-faster-across-9-time-zones-with-slack,https://slack.com/intl/en-gb/blog/transformation,Transformation,"The world’s first and largest on-demand support service uses Slack to help monitor real-time sales activity, 24/7. "
The future is collaborative: How communication platforms are shaping the way that we work,https://slack.com/intl/en-gb/blog/transformation/future-collaborative-communication-platforms-shaping-way-we-work,https://slack.com/intl/en-gb/blog/transformation,Transformation,"Data from a global survey of 1,200 IT decision makers and 3,000 users shows the effect and importance of collaboration platforms in the new workplace"
How we launch languages at Slack,https://slack.com/intl/en-gb/blog/collaboration/how-we-launch-languages-at-slack,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,
Note to our Android users,https://slack.com/intl/en-gb/blog/news/note-to-our-android-users,https://slack.com/intl/en-gb/blog/news,News,
Innovation for a new moment,https://slack.com/intl/en-gb/blog/collaboration/innovation-for-a-new-moment,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Building new tools for a new way of working
Now is your moment to reinvent work,https://slack.com/intl/en-gb/blog/collaboration/now-is-your-moment-to-reinvent-work,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"It's time to improve inclusion, flexibility and connection among our teams, no matter when or where they’re working"
Three years of removing barriers,https://slack.com/intl/en-gb/blog/news/slacks-next-chapter-program-reaches-new-milestone,https://slack.com/intl/en-gb/blog/news,News,Slack’s Next Chapter programme reaches a new milestone with 11 participating companies
Why a strong company culture is the key to post-pandemic success,https://slack.com/intl/en-gb/blog/collaboration/company-culture-key-post-pandemic-success,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Leaders from Monzo Bank, Octopus Energy and Slack on how getting corporate culture right allows teams to thrive
"
The Slack Spotlight Awards: The winning companies and people moving work forward,https://slack.com/intl/en-gb/blog/transformation/the-slack-spotlight-awards,https://slack.com/intl/en-gb/blog/transformation,Transformation,We want to recognize and celebrate the pioneering companies that rose to the challenge of 2020 to reimagine where the future works. 
"What’s new in Slack: mobile video calls, DMs with external partners and more",https://slack.com/intl/en-gb/blog/productivity/whats-new-mobile-video-calls-slack-connect-direct-messages,https://slack.com/intl/en-gb/blog/productivity,Productivity,Handy new features to help your teams work better – with anyone and from anywhere
Hybrid rules: the emerging playbook for flexible work,https://slack.com/intl/en-gb/blog/transformation/emerging-hybrid-playbook-flexible-work,https://slack.com/intl/en-gb/blog/transformation,Transformation,Future Forum releases Q4 results of remote employee experience index data
How engineers at Netflix and PagerDuty outsmart incidents with Slack,https://slack.com/intl/en-gb/blog/collaboration/engineers-netflix-pagerduty-slack,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,An open-source incident management tool and intuitive new Slack integration help these companies quickly respond to software issues
HackMakers hosts Asia-Pacific’s largest cybersecurity hackathon in Slack,https://slack.com/intl/en-gb/blog/collaboration/hackmakers-hosts-asia-pacifics-largest-cybersecurity-hackathon-in-slack,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Leveraging Slack channels, integrations and bots, over 2,000 hackers innovate on the future of digital security"
Introducing a new study on The Remote Work Tech Effect,https://slack.com/intl/en-gb/blog/news/the-remote-work-tech-effect-2020,https://slack.com/intl/en-gb/blog/news,News,Australian knowledge workers give us a glimpse of the impact of technology in the workplace in 2020—and there’s no going back to the way it was before
Salesforce signs definitive agreement to acquire Slack,https://slack.com/intl/en-gb/blog/news/salesforce-signs-definitive-agreement-to-acquire-slack,https://slack.com/intl/en-gb/blog/news,News,Combination of no. 1 CRM platform with the most innovative enterprise communications platform creates the operating system for the new way to work
"Executives from Xero, Up and Airwallex on the rise of openness in the workplace",https://slack.com/intl/en-gb/blog/transformation/xero-up-airwallex-on-the-rise-of-openness,https://slack.com/intl/en-gb/blog/transformation,Transformation,"Fast-moving Australian fintech leaders from Xero, Up and Airwallex share why the rise of openness in the workplace matters now more than ever before. "
How DevOps teams use Slack to simplify workflows and stay productive,https://slack.com/intl/en-gb/blog/productivity/devops-slack-simplify-workflows,https://slack.com/intl/en-gb/blog/productivity,Productivity,"Engineering and operations leads from Vodafone, Solarisbank and Veepee share insights for developing a DevOps culture 
"
"Adore Beauty, Iress and Slack executives on why agility is key to adapting to change",https://slack.com/intl/en-gb/blog/transformation/adore-beauty-iress-and-slack-executives-on-why-agility-is-key-to-adapting-to-change,https://slack.com/intl/en-gb/blog/transformation,Transformation,"Modern leaders share how their companies successfully pivoted during Covid-19, and their views on agility as a fundamental business advantage. "
Using Slack as a CPO: how Slack can help you to lead a product organisation,https://slack.com/intl/en-gb/blog/transformation/how-our-own-chief-product-officer-uses-slack,https://slack.com/intl/en-gb/blog/transformation,Transformation,Learn how our Chief Product Officer uses Slack to keep her team aligned and focused from anywhere
GovHack hosts first virtual open-data hackathon on Slack,https://slack.com/intl/en-gb/blog/collaboration/govhack-hackathon-on-slack,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,Slack channels bring together teams who are using government data to solve problems for a post-pandemic future
"Culture Amp, TRIBE and Slack executives on moving culture to the top of the board agenda",https://slack.com/intl/en-gb/blog/transformation/moving-culture-to-the-top-of-the-boardroom-agenda,https://slack.com/intl/en-gb/blog/transformation,Transformation,"Leaders from Culture Amp, TRIBE and Slack on the power of company culture and why employee engagement is critical to business success."
Four reasons why the future of work is best-of-breed,https://slack.com/intl/en-gb/blog/collaboration/future-of-work-best-of-breed,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"Leaders from Box, Okta, Slack and Zoom agree that customising your tech stack is key to doing your best work"
Exploring better ways to work,https://slack.com/intl/en-gb/blog/news/exploring-better-ways-to-work,https://slack.com/intl/en-gb/blog/news,News,"Reimagining work and management for a more flexible, productive and balanced future"
Rewiring how we work: building a new employee experience for a digital-first world,https://slack.com/intl/en-gb/blog/transformation/remote-employee-experience-index-launch,https://slack.com/intl/en-gb/blog/transformation,Transformation,The Future Forum launches the Remote employee experience index to help organisations to redesign work
Transform your company and bring people closer together with new capabilities from Slack,https://slack.com/intl/en-gb/blog/transformation/people-partners-systems-slack,https://slack.com/intl/en-gb/blog/transformation,Transformation,"Introducing new product innovations to help teams to collaborate, connect to their partners and systems and get work done."
Nadia Rawlinson appointed Chief People Officer of Slack,https://slack.com/intl/en-gb/blog/news/nadia-rawlinson-appointed-chief-people-officer-of-slack,https://slack.com/intl/en-gb/blog/news,News,"Seasoned media, entertainment and technology executive joins to help architect the future of Slack’s distributed workforce"
Atlassian and Slack CEOs on thriving during the disruption of work,https://slack.com/intl/en-gb/blog/transformation/atlassian-and-slack-ceos-on-thriving-during-the-disruption-of-work,https://slack.com/intl/en-gb/blog/transformation,Transformation,"Mike Cannon-Brookes, co-CEO of Atlassian, joined Stewart Butterfield, CEO of Slack, to paint a picture of the future of work
"
A partnership to bring tools and teams together,https://slack.com/intl/en-gb/blog/productivity/slack-atlassian-partnership-update,https://slack.com/intl/en-gb/blog/productivity,Productivity,"We’re making it even easier to unlock the value of your software, with deeper integrations and new features for our shared customers"
Beyond Covid-19: Three trends shaping the future of work,https://slack.com/intl/en-gb/blog/transformation/beyond-covid-19-three-trends-shaping-the-future-of-work,https://slack.com/intl/en-gb/blog/transformation,Transformation,"Leaders from Slack, Wired UK, the Financial Times, HSBC and John Lewis share how their teams are adapting to a radically different working environment"
New guide: Navigating the disruption of work,https://slack.com/intl/en-gb/blog/transformation/intl-en-gb-navigating-the-disruption-of-work,https://slack.com/intl/en-gb/blog/transformation,Transformation,A little help planning for an ever-evolving future
Turn your Slack data into actionable insights with the new Splunk app,https://slack.com/intl/en-gb/blog/collaboration/new-splunk-app-for-slack,https://slack.com/intl/en-gb/blog/collaboration,Collaboration,"The Splunk Audit API App for Slack makes it easy to identify usage trends, detect security threats and drive data-based decisions
"
Introducing powerful new layers of enterprise-grade security,https://slack.com/intl/en-gb/blog/transformation/introducing-new-layers-of-enterprise-grade-security,https://slack.com/intl/en-gb/blog/transformation,Transformation,We’re relentlessly innovating to stay ahead of cybersecurity threats. Here’s how we’re helping customers keep their information and data secure 
